2025-03-25 12:12:37,207 INFO  Logger.cs: 70 - 
2025-03-25 12:14:56,137 INFO  ExportHelperExtension.cs: 1409 - Fixing components for Base_Link
2025-03-25 12:14:56,138 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2025-03-25 12:14:56,223 INFO  ExportHelperExtension.cs: 835 - R1: 0, 0
2025-03-25 12:14:56,224 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2025-03-25 12:14:56,224 INFO  ExportHelperExtension.cs: 852 - L1: 0
2025-03-25 12:14:56,224 INFO  ExportHelperExtension.cs: 860 - L2: 0
2025-03-25 12:14:56,247 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2025-03-25 12:14:56,925 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent Base_Link to child Library failed
2025-03-25 12:14:57,042 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CW2_Robot_Assy_2025_Blank.SLDASM
2025-03-25 12:14:57,048 INFO  ExportHelperExtension.cs: 1142 - Found 33 in CW2_Robot_Assy_2025_Blank.SLDASM
2025-03-25 12:14:57,049 INFO  ExportHelperExtension.cs: 1152 - Found 2 features of type [CoordSys] in CW2_Robot_Assy_2025_Blank.SLDASM
2025-03-25 12:14:57,049 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2025-03-25 12:14:57,049 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2025-03-25 12:14:57,050 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CW2_Robot_Base_90mm-1
2025-03-25 12:14:57,050 INFO  ExportHelperExtension.cs: 1142 - Found 35 in CW2_Robot_Base_90mm-1
2025-03-25 12:14:57,050 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CW2_Robot_Base_90mm-1
2025-03-25 12:14:57,051 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from CW2_Robot_Base_Library-1
2025-03-25 12:14:57,052 INFO  ExportHelperExtension.cs: 1142 - Found 64 in CW2_Robot_Base_Library-1
2025-03-25 12:14:57,052 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in CW2_Robot_Base_Library-1
2025-03-25 12:14:57,053 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CW2_Robot_Assy_2025_Blank.SLDASM
2025-03-25 12:14:57,053 INFO  ExportHelperExtension.cs: 1142 - Found 33 in CW2_Robot_Assy_2025_Blank.SLDASM
2025-03-25 12:14:57,053 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in CW2_Robot_Assy_2025_Blank.SLDASM
2025-03-25 12:14:57,053 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2025-03-25 12:14:57,054 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2025-03-25 12:14:57,054 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CW2_Robot_Base_90mm-1
2025-03-25 12:14:57,054 INFO  ExportHelperExtension.cs: 1142 - Found 35 in CW2_Robot_Base_90mm-1
2025-03-25 12:14:57,054 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CW2_Robot_Base_90mm-1
2025-03-25 12:14:57,055 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from CW2_Robot_Base_Library-1
2025-03-25 12:14:57,055 INFO  ExportHelperExtension.cs: 1142 - Found 64 in CW2_Robot_Base_Library-1
2025-03-25 12:14:57,055 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in CW2_Robot_Base_Library-1
2025-03-25 12:14:57,102 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-03-25 12:15:40,203 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2025-03-25 12:15:40,214 INFO  Serialization.cs: 275 - URDF Configuration found
